
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
D2:B0:60:80:91:1B, 2023-07-28 09:53:24, 2023-07-28 09:53:39, -78,        2, 00:25:00:FF:94:73,
42:CC:24:37:B2:37, 2023-07-28 09:53:25, 2023-07-28 09:53:25, -53,        2, (not associated) ,
F6:E4:59:A5:08:BE, 2023-07-28 09:53:25, 2023-07-28 09:53:25, -57,        1, (not associated) ,
96:A0:4D:7E:7F:28, 2023-07-28 09:53:25, 2023-07-28 09:53:25, -63,        1, (not associated) ,
D2:6B:7C:16:D8:FB, 2023-07-28 09:53:25, 2023-07-28 09:53:25, -59,        1, (not associated) ,
7A:A5:D3:96:C7:89, 2023-07-28 09:53:25, 2023-07-28 09:53:25, -51,        1, (not associated) ,
4A:F4:29:65:44:E7, 2023-07-28 09:53:26, 2023-07-28 09:53:27, -45,        5, (not associated) ,
42:C4:EE:EF:16:7B, 2023-07-28 09:53:27, 2023-07-28 09:53:27, -53,        1, (not associated) ,region
3E:23:B5:80:AA:E0, 2023-07-28 09:53:27, 2023-07-28 09:53:27, -55,        2, (not associated) ,region
8A:5B:E5:92:6B:ED, 2023-07-28 09:53:27, 2023-07-28 09:53:27, -63,        1, (not associated) ,region
1E:2E:92:67:65:7E, 2023-07-28 09:53:27, 2023-07-28 09:53:27, -59,        1, (not associated) ,region
E2:1F:A0:2C:62:E3, 2023-07-28 09:53:28, 2023-07-28 09:53:28, -55,        2, (not associated) ,
26:F2:06:C2:89:92, 2023-07-28 09:53:28, 2023-07-28 09:53:28, -53,        1, (not associated) ,Gardenpasanauri
86:77:CD:F4:42:FE, 2023-07-28 09:53:29, 2023-07-28 09:53:29, -69,        1, (not associated) ,GIVC
12:F0:F4:D6:AA:B0, 2023-07-28 09:53:29, 2023-07-28 09:53:29, -69,        1, (not associated) ,GIVC
9E:EF:93:D5:49:C1, 2023-07-28 09:53:30, 2023-07-28 09:53:30, -63,        1, (not associated) ,
66:35:B6:17:89:E7, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -63,        1, (not associated) ,iPhone (Максим)
0E:D0:60:06:C2:A8, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -63,        1, (not associated) ,iPhone (Максим)
82:7E:22:84:4E:1C, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -65,        2, (not associated) ,
BA:05:D6:2F:AD:F1, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -67,        1, (not associated) ,Galaxy A31CAED
6E:18:45:0B:16:98, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -67,        1, (not associated) ,iPhone (Дима )
C6:A9:F4:E2:F8:42, 2023-07-28 09:53:31, 2023-07-28 09:53:31, -63,        1, (not associated) ,iPhone (Максим)
4A:11:6E:71:1B:46, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -61,        1, (not associated) ,iPhone (Максим)
4A:C1:B8:4C:15:E0, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -61,        1, (not associated) ,Avenue611
1E:DF:25:C0:F4:C7, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -61,        1, (not associated) ,Galaxy A31CAED
76:67:DC:6A:26:5D, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -65,        1, (not associated) ,HONOR 30
D6:E3:EC:A6:3D:AC, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -63,        1, (not associated) ,
D6:D7:E6:E6:B9:57, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -59,        1, (not associated) ,Gardenpasanauri
2E:92:0F:61:E3:FD, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -61,        2, (not associated) ,Gardenpasanauri
A2:92:AD:D5:25:13, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -63,        1, (not associated) ,Gardenpasanauri
C2:5E:4A:AF:59:77, 2023-07-28 09:53:32, 2023-07-28 09:53:32, -82,        2, (not associated) ,
3A:40:9F:17:86:95, 2023-07-28 09:53:33, 2023-07-28 09:53:33, -45,        3, (not associated) ,
AE:19:BD:8A:D2:09, 2023-07-28 09:53:34, 2023-07-28 09:53:34, -65,        1, (not associated) ,
FE:D6:32:D9:66:2C, 2023-07-28 09:53:34, 2023-07-28 09:53:34, -61,        1, (not associated) ,Gardenpasanauri
7E:D0:94:76:DF:7D, 2023-07-28 09:53:34, 2023-07-28 09:53:34, -55,        1, (not associated) ,Gardenpasanauri
9A:9B:77:FF:17:12, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -45,        2, (not associated) ,
B6:7B:F3:B0:25:90, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -45,        2, (not associated) ,
4E:90:45:39:6D:5A, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -47,        2, (not associated) ,
4A:A0:54:84:AA:0C, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -45,        1, (not associated) ,
92:FE:62:6D:01:DC, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -47,        2, (not associated) ,
CA:55:9D:C9:CB:13, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -37,        1, (not associated) ,
0A:EA:34:FE:3A:84, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -35,        1, (not associated) ,
D2:6A:F8:72:37:01, 2023-07-28 09:53:35, 2023-07-28 09:53:35, -35,        1, (not associated) ,
76:8D:EC:E0:8E:49, 2023-07-28 09:53:36, 2023-07-28 09:53:36, -33,        1, (not associated) ,
D2:48:E5:F2:45:3E, 2023-07-28 09:53:36, 2023-07-28 09:53:36, -51,       12, (not associated) ,
9A:50:0D:E0:B5:DC, 2023-07-28 09:53:39, 2023-07-28 09:53:39, -59,        3, (not associated) ,
12:37:DB:99:A9:B3, 2023-07-28 09:53:39, 2023-07-28 09:53:39, -47,        2, (not associated) ,
6A:B1:FF:84:3B:DA, 2023-07-28 09:53:39, 2023-07-28 09:53:39, -53,        2, (not associated) ,
1A:1D:54:88:FE:D4, 2023-07-28 09:53:39, 2023-07-28 09:53:39, -49,        2, (not associated) ,
46:B7:70:3E:A9:52, 2023-07-28 09:53:39, 2023-07-28 09:53:39, -59,        1, (not associated) ,
F2:B4:07:0A:A0:6D, 2023-07-28 09:53:39, 2023-07-28 09:53:40, -49,        2, (not associated) ,
8A:11:E5:3E:CC:98, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -57,        1, (not associated) ,Avenue611
76:E5:15:EA:30:2F, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -53,        1, (not associated) ,
46:C3:64:29:F5:1E, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -61,        1, (not associated) ,
C6:11:E2:C1:74:8F, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -67,        1, (not associated) ,iPhone (Максим)
8E:92:1E:3B:26:06, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -59,        1, (not associated) ,
22:C2:4B:1B:BA:2C, 2023-07-28 09:53:40, 2023-07-28 09:53:40, -53,        1, (not associated) ,
36:A4:24:16:D4:2A, 2023-07-28 09:53:42, 2023-07-28 09:53:42, -67,        1, (not associated) ,region
66:A3:D9:C3:3F:C2, 2023-07-28 09:53:42, 2023-07-28 09:53:42, -57,        1, (not associated) ,region
E2:4E:C3:79:C3:C3, 2023-07-28 09:53:43, 2023-07-28 09:53:43, -63,        1, (not associated) ,
96:D3:C6:56:BD:DD, 2023-07-28 09:53:45, 2023-07-28 09:53:45, -63,        1, (not associated) ,
26:2C:3B:73:F5:DC, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -65,        1, (not associated) ,iPhone (Максим)
0A:27:96:D3:A4:67, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -63,        1, (not associated) ,iPhone (Дима )
8A:55:F0:EA:84:63, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -65,        1, (not associated) ,Avenue611
6A:A1:81:A7:60:5D, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -65,        1, (not associated) ,Galaxy A31CAED
B2:C7:BB:E0:B9:DA, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -65,        1, (not associated) ,Galaxy A31CAED
9E:92:1E:30:BD:5E, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -65,        1, (not associated) ,
6A:04:A8:52:86:74, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -67,        1, (not associated) ,Avenue611
9E:FB:D5:AC:10:CD, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -63,        1, (not associated) ,Avenue611
5E:81:7F:CB:4D:02, 2023-07-28 09:53:48, 2023-07-28 09:53:48, -63,        1, (not associated) ,Galaxy A31CAED
76:B3:4E:38:19:45, 2023-07-28 09:53:49, 2023-07-28 09:53:49, -63,        1, (not associated) ,iPhone (Максим)
6E:15:EB:6A:07:25, 2023-07-28 09:53:49, 2023-07-28 09:53:49, -63,        1, (not associated) ,Galaxy A31CAED
2E:40:D3:86:DF:2D, 2023-07-28 09:53:49, 2023-07-28 09:53:49, -65,        1, (not associated) ,HONOR 30
BE:37:29:94:B9:A9, 2023-07-28 09:53:49, 2023-07-28 09:53:49, -67,        1, (not associated) ,Avenue611
82:90:A4:13:C2:2B, 2023-07-28 09:53:52, 2023-07-28 09:53:52, -76,        2, (not associated) ,
42:92:71:B8:95:EB, 2023-07-28 09:53:52, 2023-07-28 09:53:52, -67,        1, (not associated) ,
36:2D:D7:62:92:C9, 2023-07-28 09:53:52, 2023-07-28 09:53:52, -57,        1, (not associated) ,
F2:F5:B6:56:22:71, 2023-07-28 09:53:53, 2023-07-28 09:53:53, -55,        1, (not associated) ,
32:B5:30:7D:0C:C9, 2023-07-28 09:53:53, 2023-07-28 09:53:53, -59,        1, (not associated) ,
FA:B5:CF:06:33:45, 2023-07-28 09:53:53, 2023-07-28 09:53:53, -55,        2, (not associated) ,
1E:2B:44:B2:77:B5, 2023-07-28 09:53:55, 2023-07-28 09:53:55, -51,        1, (not associated) ,region
7E:DB:50:D1:EA:40, 2023-07-28 09:53:55, 2023-07-28 09:53:55, -53,        2, (not associated) ,region
F8:32:E4:3F:7D:5C, 2023-07-28 09:53:56, 2023-07-28 10:17:18, -67,        2, (not associated) ,
52:DF:E9:0E:1A:DD, 2023-07-28 09:53:56, 2023-07-28 09:53:56, -55,        2, (not associated) ,
76:2D:1E:23:2C:1C, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -65,        1, (not associated) ,iPhone (Дима )
E2:D9:9F:59:27:00, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -63,        1, (not associated) ,HONOR 30
2A:DA:21:43:DE:6F, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -65,        1, (not associated) ,Galaxy A31CAED
BE:17:BC:21:C2:7B, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -63,        1, (not associated) ,
CA:FC:24:19:98:37, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -63,        1, (not associated) ,Avenue611
B6:29:AD:E8:A8:A8, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -57,        2, (not associated) ,Galaxy A31CAED
5A:FC:AA:8D:76:F2, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -59,        1, (not associated) ,
F2:77:9C:3A:43:39, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -59,        1, (not associated) ,iPhone (Дима )
6E:6C:6C:6E:E9:EB, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -61,        1, (not associated) ,HONOR 30
DA:DB:4E:EC:A0:FE, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -85,        2, (not associated) ,iPhone (Дима )
FE:99:55:6C:81:CF, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -84,        2, (not associated) ,iPhone (Максим)
1A:5E:88:6C:7D:74, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -85,        2, (not associated) ,HONOR 30
7A:B2:05:00:40:8A, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -84,        2, (not associated) ,Galaxy A31CAED
E6:2B:7E:E3:8E:C2, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -85,        2, (not associated) ,Avenue611
CE:99:4D:2E:50:3C, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -85,        2, (not associated) ,
26:6C:FD:08:F1:B6, 2023-07-28 09:53:57, 2023-07-28 09:53:57, -55,        1, (not associated) ,
FE:D5:54:50:64:F8, 2023-07-28 09:53:58, 2023-07-28 09:53:58, -55,        2, (not associated) ,
C2:D1:0E:50:A8:3D, 2023-07-28 09:53:59, 2023-07-28 09:53:59, -69,        1, (not associated) ,
5A:DA:4B:49:6D:E7, 2023-07-28 09:54:00, 2023-07-28 09:54:00, -63,        1, (not associated) ,
D2:EA:16:3E:62:45, 2023-07-28 09:54:00, 2023-07-28 09:54:00, -59,        1, (not associated) ,
BE:E1:BC:75:7A:97, 2023-07-28 09:54:00, 2023-07-28 09:54:00, -59,        1, (not associated) ,
66:98:08:DF:60:A0, 2023-07-28 09:54:01, 2023-07-28 09:54:01, -61,        2, (not associated) ,
52:1F:5F:90:F8:43, 2023-07-28 09:54:02, 2023-07-28 09:54:02, -63,        1, (not associated) ,
4E:47:C3:11:D1:2B, 2023-07-28 09:54:03, 2023-07-28 09:54:03, -63,        1, (not associated) ,
12:48:37:DF:E4:EA, 2023-07-28 09:54:03, 2023-07-28 09:54:03, -43,        2, (not associated) ,
76:FB:38:3B:66:D8, 2023-07-28 09:54:04, 2023-07-28 09:54:04, -53,       11, (not associated) ,
92:5C:35:16:E2:06, 2023-07-28 09:54:04, 2023-07-28 09:54:04, -59,        1, (not associated) ,
FE:08:BC:00:A1:63, 2023-07-28 09:54:04, 2023-07-28 09:54:04, -65,        1, (not associated) ,
4E:73:63:53:49:D5, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -49,        1, (not associated) ,
9A:8B:51:2C:DB:03, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -65,        1, (not associated) ,Avenue611
C6:54:6E:2B:5A:97, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -65,        1, (not associated) ,
72:15:2E:9E:C0:F8, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -63,        2, (not associated) ,Avenue611
76:BA:1B:B1:CB:DB, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -63,        2, (not associated) ,HONOR 30
0E:B0:55:F0:40:DE, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -65,        2, (not associated) ,
96:25:E1:B7:E6:70, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -63,        2, (not associated) ,iPhone (Максим)
5A:94:ED:16:8A:B5, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -65,        1, (not associated) ,iPhone (Дима )
A6:B2:A1:A7:65:E6, 2023-07-28 09:54:05, 2023-07-28 09:54:05, -63,        1, (not associated) ,Galaxy A31CAED
3A:BE:5C:5D:08:CA, 2023-07-28 09:54:06, 2023-07-28 09:54:06, -59,        1, (not associated) ,
C2:96:7A:50:BC:84, 2023-07-28 09:54:06, 2023-07-28 09:54:06, -59,        1, (not associated) ,
8E:03:CF:23:CD:9C, 2023-07-28 09:54:06, 2023-07-28 09:54:06, -63,        1, (not associated) ,
0E:08:67:12:2E:71, 2023-07-28 09:54:06, 2023-07-28 09:54:06, -61,        1, (not associated) ,
2A:10:42:F2:36:51, 2023-07-28 09:54:08, 2023-07-28 09:54:08, -55,        1, (not associated) ,region
7A:59:E2:5E:BD:0B, 2023-07-28 09:54:08, 2023-07-28 09:54:08, -61,        1, (not associated) ,region
E2:0A:64:E0:38:D3, 2023-07-28 09:54:08, 2023-07-28 09:54:08, -65,        1, (not associated) ,region
E2:81:CD:E3:57:1C, 2023-07-28 09:54:08, 2023-07-28 09:54:08, -55,        2, (not associated) ,region
CA:85:8A:66:EF:C7, 2023-07-28 09:54:08, 2023-07-28 09:54:08, -59,        1, (not associated) ,region
D2:F8:17:97:5B:BD, 2023-07-28 09:54:10, 2023-07-28 09:54:10, -63,        2, (not associated) ,
56:C6:FC:0D:3C:26, 2023-07-28 09:54:11, 2023-07-28 09:54:11, -55,        2, (not associated) ,
82:D9:60:7F:31:1E, 2023-07-28 09:54:11, 2023-07-28 09:54:12, -55,        5, (not associated) ,
12:DA:47:3D:59:7C, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -61,        1, (not associated) ,
AE:FE:89:09:66:05, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -63,        1, (not associated) ,
16:4A:4C:A5:4E:41, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -61,        1, (not associated) ,iPhone (Дима )
86:28:A0:F0:DA:20, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -63,        1, (not associated) ,Avenue611
AE:55:01:65:4B:BD, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -63,        1, (not associated) ,HONOR 30
A6:37:BB:A8:7A:7C, 2023-07-28 09:54:13, 2023-07-28 09:54:13, -63,        1, (not associated) ,HONOR 30
1E:DB:99:58:BC:A2, 2023-07-28 09:54:14, 2023-07-28 09:54:14, -63,        1, (not associated) ,Galaxy A31CAED
EE:36:6F:00:E9:B8, 2023-07-28 09:54:16, 2023-07-28 09:54:16, -57,        2, (not associated) ,
3A:16:03:2A:5E:B3, 2023-07-28 09:54:16, 2023-07-28 09:54:16, -61,        1, (not associated) ,
72:12:25:90:0C:0C, 2023-07-28 09:54:19, 2023-07-28 09:54:19, -76,        3, (not associated) ,MTS_GPON5_ac0968,RT-5GHz_WiFi_5756
12:6A:82:AC:EF:3C, 2023-07-28 09:54:21, 2023-07-28 09:54:21, -53,        1, (not associated) ,
4E:51:45:AD:7D:26, 2023-07-28 09:54:21, 2023-07-28 09:54:21, -57,        1, (not associated) ,
46:A2:AE:C5:18:FA, 2023-07-28 09:54:21, 2023-07-28 09:54:21, -53,        1, (not associated) ,
62:36:B9:8E:CA:75, 2023-07-28 09:54:22, 2023-07-28 09:54:22, -65,        1, (not associated) ,iPhone (Дима )
BA:9F:2F:01:3D:10, 2023-07-28 09:54:22, 2023-07-28 09:54:22, -65,        1, (not associated) ,iPhone (Максим)
EA:7C:47:33:31:14, 2023-07-28 09:54:23, 2023-07-28 09:54:23, -61,        1, (not associated) ,region
BE:0D:2F:80:AC:E1, 2023-07-28 09:54:23, 2023-07-28 09:54:23, -59,        1, (not associated) ,
FE:7C:F7:EB:85:46, 2023-07-28 09:54:23, 2023-07-28 09:54:23, -59,        2, (not associated) ,region
46:86:CE:C0:82:AF, 2023-07-28 09:54:23, 2023-07-28 09:54:23, -59,        1, (not associated) ,region
A6:B0:5C:9C:20:24, 2023-07-28 09:54:24, 2023-07-28 09:54:25, -61,        4, (not associated) ,
6A:3B:E2:90:86:57, 2023-07-28 09:54:26, 2023-07-28 09:54:26, -55,        1, (not associated) ,
CE:7E:4D:7B:C6:CD, 2023-07-28 09:54:26, 2023-07-28 09:54:26, -61,        1, (not associated) ,
92:A1:7E:BC:21:0C, 2023-07-28 09:54:27, 2023-07-28 09:54:28, -65,        2, (not associated) ,
4A:1E:D8:6A:A7:6E, 2023-07-28 09:54:28, 2023-07-28 09:54:28, -65,        2, (not associated) ,
56:54:B4:54:05:BB, 2023-07-28 09:54:28, 2023-07-28 09:54:28, -63,        2, (not associated) ,
2E:4F:42:63:86:56, 2023-07-28 09:54:28, 2023-07-28 09:54:28, -63,        1, (not associated) ,
10:51:07:FF:1E:7D, 2023-07-28 09:54:28, 2023-07-28 09:54:28, -75,        1, (not associated) ,
4E:6E:B4:66:E5:F9, 2023-07-28 09:54:29, 2023-07-28 09:54:29, -63,        1, (not associated) ,
68:E7:C2:F0:C9:D9, 2023-07-28 09:54:29, 2023-07-28 09:54:29, -73,        1, (not associated) ,
D2:7C:9C:EE:DC:8C, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -61,        1, (not associated) ,Avenue611
F2:63:70:98:C0:2C, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -61,        2, (not associated) ,iPhone (Максим)
0E:1F:66:A8:EE:9E, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -63,        2, (not associated) ,Galaxy A31CAED
76:21:43:1C:4C:8B, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -61,        1, (not associated) ,
5A:3E:D5:D3:CC:CB, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -63,        1, (not associated) ,
72:C0:73:5F:BC:FE, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -63,        1, (not associated) ,iPhone (Дима )
76:BD:BE:8E:4D:96, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -65,        1, (not associated) ,Galaxy A31CAED
8A:25:BE:19:0D:AF, 2023-07-28 09:54:30, 2023-07-28 09:54:30, -37,        1, (not associated) ,
92:09:74:7E:C6:BD, 2023-07-28 09:54:31, 2023-07-28 09:54:31, -31,        1, (not associated) ,
2A:62:C5:05:F8:83, 2023-07-28 09:54:31, 2023-07-28 09:54:31, -43,        1, (not associated) ,
EA:55:39:EB:DA:FB, 2023-07-28 09:54:31, 2023-07-28 09:54:31, -51,        1, (not associated) ,
0A:40:A7:8C:E2:03, 2023-07-28 09:54:32, 2023-07-28 09:54:32, -80,        2, (not associated) ,
06:D0:F3:83:FC:AF, 2023-07-28 09:54:37, 2023-07-28 09:54:37, -57,        1, (not associated) ,region
E2:00:70:06:2C:5D, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -55,        2, (not associated) ,region
86:8B:4B:F4:02:62, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -57,        2, (not associated) ,region
2A:D1:D0:65:A2:9B, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -61,        1, (not associated) ,
42:99:42:98:69:F2, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -67,        2, (not associated) ,HONOR 30
56:33:19:3C:77:3B, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -63,        1, (not associated) ,iPhone (Максим)
F2:3D:13:7D:94:FD, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -65,        1, (not associated) ,
42:95:20:46:12:01, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -63,        1, (not associated) ,Galaxy A31CAED
0E:A9:D7:3C:0B:C5, 2023-07-28 09:54:38, 2023-07-28 09:54:38, -65,        1, (not associated) ,iPhone (Дима )
AE:63:83:AB:1A:21, 2023-07-28 09:54:39, 2023-07-28 09:54:39, -59,        1, (not associated) ,
02:00:00:00:00:00, 2023-07-28 09:54:40, 2023-07-28 11:55:36, -67,      187, (not associated) ,xt3 w64dtgv5cfrxhttps://vk.com/v,vestis.local,\xAC\xBA\xAC\xDC,Шк,CPPK_FREE,MIREA,MIREA_HOTSPOT
12:BB:F3:92:4F:FD, 2023-07-28 09:54:41, 2023-07-28 09:54:41, -75,        1, (not associated) ,
66:58:AF:C1:95:E3, 2023-07-28 09:54:42, 2023-07-28 09:54:42, -47,        2, (not associated) ,
3A:42:24:F0:06:52, 2023-07-28 09:54:44, 2023-07-28 09:54:44, -63,        2, (not associated) ,
AE:4D:9B:56:72:56, 2023-07-28 09:54:45, 2023-07-28 09:54:45, -57,        1, (not associated) ,
6E:30:01:4A:0C:FF, 2023-07-28 09:54:45, 2023-07-28 09:54:45, -47,        1, (not associated) ,
EA:7A:C1:20:70:40, 2023-07-28 09:54:45, 2023-07-28 09:54:45, -47,        1, (not associated) ,
72:05:8C:B2:EC:E4, 2023-07-28 09:54:45, 2023-07-28 09:54:45, -57,        1, (not associated) ,
86:70:54:11:4C:7C, 2023-07-28 09:54:46, 2023-07-28 09:54:46, -45,        2, (not associated) ,
1A:81:55:FE:24:FE, 2023-07-28 09:54:46, 2023-07-28 09:54:46, -45,        2, (not associated) ,
9E:4F:61:31:99:3C, 2023-07-28 09:54:46, 2023-07-28 09:54:46, -45,        2, (not associated) ,
46:B9:CE:D6:94:9B, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,Avenue611
3E:96:B0:0B:45:93, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,
36:24:DD:A1:4E:1A, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -65,        1, (not associated) ,iPhone (Дима )
AE:9F:0A:32:9A:8A, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -67,        2, (not associated) ,HONOR 30
92:E9:EB:58:EA:03, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -67,        1, (not associated) ,HONOR 30
DE:01:C1:66:7B:AA, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,
DE:14:28:A2:84:FF, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -59,        2, (not associated) ,Galaxy A31CAED
DE:A9:43:4D:1E:21, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -59,        1, (not associated) ,Avenue611
B6:EF:D7:99:92:1D, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,HONOR 30
CA:FF:38:E4:4B:00, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -63,        1, (not associated) ,
CA:F5:3D:4C:4E:73, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -63,        1, (not associated) ,iPhone (Дима )
2E:62:B8:04:5A:38, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -63,        1, (not associated) ,HONOR 30
6A:11:37:F8:FF:88, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,Avenue611
3A:D2:EB:CA:C7:72, 2023-07-28 09:54:47, 2023-07-28 09:54:47, -61,        1, (not associated) ,Galaxy A31CAED
5E:0A:32:AE:8D:BA, 2023-07-28 09:54:49, 2023-07-28 09:54:49, -69,        1, (not associated) ,
56:29:AF:8B:F6:A0, 2023-07-28 09:54:49, 2023-07-28 09:54:49, -59,        1, (not associated) ,
12:03:E2:32:A0:C2, 2023-07-28 09:54:49, 2023-07-28 09:54:49, -47,        1, (not associated) ,
46:77:BD:89:FB:22, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -55,        2, (not associated) ,
6A:2A:4F:6F:ED:5A, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -63,        1, (not associated) ,
DA:56:55:44:36:7A, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -45,        7, (not associated) ,
36:47:1B:4C:27:03, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -55,        1, (not associated) ,
B2:D0:03:BC:D5:95, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -63,        1, (not associated) ,
4E:98:28:FD:5C:42, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -55,        2, (not associated) ,
BA:85:B9:32:F8:E6, 2023-07-28 09:54:50, 2023-07-28 09:54:50, -51,        1, (not associated) ,
9E:78:0C:13:3C:1C, 2023-07-28 09:54:52, 2023-07-28 09:54:52, -76,        2, (not associated) ,
76:10:56:4A:8F:D1, 2023-07-28 09:54:52, 2023-07-28 09:54:52, -67,        1, (not associated) ,region
F2:FF:50:DE:A0:00, 2023-07-28 09:54:52, 2023-07-28 09:54:52, -59,        2, (not associated) ,region
3E:EE:AB:C0:10:F5, 2023-07-28 09:54:52, 2023-07-28 09:54:52, -65,        1, (not associated) ,region
CA:AE:22:DA:3C:DD, 2023-07-28 09:54:52, 2023-07-28 09:54:52, -61,        1, (not associated) ,region
BE:23:95:87:0C:C9, 2023-07-28 09:54:53, 2023-07-28 09:54:53, -55,        4, (not associated) ,
3E:5D:C6:32:3E:5F, 2023-07-28 09:54:55, 2023-07-28 09:54:56, -65,        3, (not associated) ,
0A:F4:5B:6D:AD:5F, 2023-07-28 09:54:55, 2023-07-28 09:54:55, -59,        2, (not associated) ,iPhone (Максим)
76:50:EE:88:6F:30, 2023-07-28 09:54:55, 2023-07-28 09:54:55, -59,        2, (not associated) ,iPhone (Дима )
